no,filename,product,category,kind,in_stock,group,prompt
158,ediblelandgummy500mg.jpg,EdibleLand Gummy 500MG,Edible,edible,YES,A-missing,"EdibleLand Gummy 500MG, a cannabis edible, on a small dark slate plate with a few pieces arranged so the texture reads clearly. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
159,fitlyproteinbar.jpg,Fitly Protein bar,Snack,food,YES,A-missing,"Fitly Protein bar plated on dark ceramic seen from a high angle, fresh and steaming, styled like a bar-kitchen menu photograph. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
160,greenbirdhempseed.jpg,Greenbird hempseed,CBD,seed,YES,A-missing,"a few cannabis seeds with dark tiger-striped shells on a piece of slate beside a tiny glass vial. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
161,grinderaluminum2place.jpg,Grinder Aluminum 2 Place,Accessories,gear,YES,A-missing,"Grinder Aluminum 2 Place, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
162,punchpetitcoronation.jpg,Punch Petit Coronation,Cigar,nicotine,YES,A-missing,"Punch Petit Coronation standing upright, its shape and proportions clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
163,quinterobrevas.jpg,Quintero Brevas,Cigar,nicotine,YES,A-missing,"Quintero Brevas standing upright, its shape and proportions clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
164,rawclassickingsizetip.jpg,Raw Classic Kingsize + Tip,Accessories,gear,YES,A-missing,"Raw Classic Kingsize + Tip, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
165,romeoyjulietamillefleur.jpg,Romeo Y Julieta Mille Fleur,Cigar,nicotine,YES,A-missing,"Romeo Y Julieta Mille Fleur standing upright, its shape and proportions clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
166,romeoyjulietano3.jpg,Romeo Y Julieta No.3,Cigar,nicotine,YES,A-missing,"Romeo Y Julieta No.3 standing upright, its shape and proportions clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
167,romeoyjulietapuritos.jpg,Romeo Y Julieta Puritos,Cigar,nicotine,YES,A-missing,"Romeo Y Julieta Puritos standing upright, its shape and proportions clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
168,unikornbong.jpg,Unikorn Bong,Accessories,gear,YES,A-missing,"Unikorn Bong, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
169,vtrusnormal.jpg,Vtrus normal,CBD,cbd,YES,A-missing,"Vtrus normal, a CBD wellness product, standing upright with its form clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
170,zynnicotinemedium.jpg,Zyn nicotine Medium,Nicotine,nicotine,YES,A-missing,"Zyn nicotine Medium standing upright, its shape and proportions clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
171,durbanz.jpg,Durban Z,Exotics,flower,YES,A-missing,"One premium cured cannabis flower bud of the strain Durban Z, a sativa-dominant hybrid — golden-green and lime leaves, vivid amber-orange pistils, a bright sugary coat of trichomes. The flower reads as lemon, citrus, candy. Dense and top-shelf, the sort of bud sold at 20-27% THC. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
172,9livestraymsize.jpg,9 lives Tray M size,Equipment,gear,no,A-missing,"9 lives Tray M size, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
173,ananipabeer.jpg,Anan Ipa Beer,Beer,beer,no,A-missing,"Anan Ipa Beer poured into a clean glass beside its chilled can, a good head on the beer, condensation on both. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
174,animaltiramisujoint.jpg,Animal Tiramisu Joint,Pre-Roll,preroll,no,A-missing,"a single cannabis pre-roll joint at a slight diagonal, unlit, clean white paper with a neat tip, a small mound of freshly ground green flower beside it. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
175,asia420.jpg,Asia 420,,other,no,A-missing,"Asia 420, presented simply so the product itself is unmistakable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
176,backwoodpiece.jpg,Backwood piece ( mix flavor ),Blunt,blunt,no,A-missing,"a single cannabis blunt, unlit, in a dark tobacco leaf wrap with a visible seam, two whole buds behind it slightly out of focus. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
177,bangkoklemon1joint.jpg,Bangkok Lemon 1 Joint,Pre-Roll,preroll,no,A-missing,"a single cannabis pre-roll joint at a slight diagonal, unlit, clean white paper with a neat tip, a small mound of freshly ground bright lime-green flower beside it. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
178,bigchief2000mg.jpg,big chief 2000 mg,Vape,vape,no,A-missing,"one sleek cannabis vape cartridge standing upright, amber oil visible through a small glass window, a soft reflection beneath it. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
179,bigchiefdou.jpg,big chief DOU,Vape,vape,no,A-missing,"one sleek cannabis vape cartridge standing upright, amber oil visible through a small glass window, a soft reflection beneath it. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
180,blackwoodchocolate.jpg,Blackwood chocolate,Equipment,edible,no,A-missing,"Blackwood chocolate, a cannabis edible, on a small dark slate plate with a few pieces arranged so the texture reads clearly. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
181,blackwoodrussiancream.jpg,Blackwood Russian Cream,Blunt,blunt,no,A-missing,"a single cannabis blunt, unlit, in a dark tobacco leaf wrap with a visible seam, two whole buds behind it slightly out of focus. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
182,bongmarinoxl.jpg,Bong Marino Xl,Accessories,gear,no,A-missing,"Bong Marino Xl, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
183,bottlewater.jpg,Bottle Water,Drink,drink,no,A-missing,"Bottle Water served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
184,bubblehash.jpg,Bubble hash,Concentrate,concentrate,no,A-missing,"a small clear glass jar of cannabis concentrate, a metal dab tool lifting a thick glossy amber strand, the resin glowing warm where light passes through. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
185,bubblegum.jpg,Bubblegum,Weed,flower,no,A-missing,"One premium cured cannabis flower bud, single nugget, dense mid-green leaves with a few purple edges, warm orange pistils, a generous white coat of trichomes. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
186,burgerclassic.jpg,Burger Classic,Food,food,no,A-missing,"Burger Classic plated on dark ceramic seen from a high angle, fresh and steaming, styled like a bar-kitchen menu photograph. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
187,camelbluecigarette.jpg,Camel Blue Cigarette,Nicotine,nicotine,no,A-missing,"Camel Blue Cigarette standing upright, its shape and proportions clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
188,canmak.jpg,canmak,,other,no,A-missing,"canmak, presented simply so the product itself is unmistakable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
189,caramelbrownies100mg.jpg,Caramel Brownies 100mg,Edible,edible,no,A-missing,"Caramel Brownies 100mg, a cannabis edible, on a small dark slate plate with a few pieces arranged so the texture reads clearly. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
190,chickenkaraage.jpg,Chicken Karaage,Food,food,no,A-missing,"Chicken Karaage plated on dark ceramic seen from a high angle, fresh and steaming, styled like a bar-kitchen menu photograph. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
191,chickennugget.jpg,chicken nugget,Food,food,no,A-missing,"chicken nugget plated on dark ceramic seen from a high angle, fresh and steaming, styled like a bar-kitchen menu photograph. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
192,chickentender.jpg,Chicken Tender,Food,food,no,A-missing,"Chicken Tender plated on dark ceramic seen from a high angle, fresh and steaming, styled like a bar-kitchen menu photograph. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
193,chocolatechipjoint.jpg,chocolate chip joint,,preroll,no,A-missing,"a single cannabis pre-roll joint at a slight diagonal, unlit, clean white paper with a neat tip, a small mound of freshly ground green flower beside it. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
194,chocolatecrip.jpg,chocolate crip,joint,preroll,no,A-missing,"a single cannabis pre-roll joint at a slight diagonal, unlit, clean white paper with a neat tip, a small mound of freshly ground green flower beside it. Strain: chocolate crip (Hybrid). Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
195,clipperjetlighter.jpg,Clipper Jet Lighter,Accessories,gear,no,A-missing,"Clipper Jet Lighter, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
196,cricketlighternormal.jpg,Cricket Lighter normal,Accessories,gear,no,A-missing,"Cricket Lighter normal, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
197,customwatch.jpg,custom watch,Special / Merch,merch,no,A-missing,"custom watch laid flat and neatly arranged, fabric texture visible. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
198,dankgrinder.jpg,Dank Grinder,Equipment,gear,no,A-missing,"Dank Grinder, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
199,dankgummies500mg.jpg,Dank Gummies 500mg,Edible,edible,no,A-missing,"Dank Gummies 500mg, a cannabis edible, on a small dark slate plate with a few pieces arranged so the texture reads clearly. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
200,deenaherbal.jpg,Dee na herbal,CBD,cbd,no,A-missing,"Dee na herbal, a CBD wellness product, standing upright with its form clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
201,designermarkerjoint.jpg,Designer Marker Joint,Pre-Roll,preroll,no,A-missing,"a single cannabis pre-roll joint at a slight diagonal, unlit, clean white paper with a neat tip, a small mound of freshly ground green flower beside it. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
202,designermarker11.jpg,Designer Marker11,Exotics,flower,no,A-missing,"One premium cured cannabis flower bud of the strain Designer Marker11, a hybrid — bright green leaves flushed with magenta, hot orange pistils, a glittering candy-like coat of trichomes. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
203,devourthclean1000mg.jpg,Devour THC Lean 1000 Mg,Edible,edible,no,A-missing,"Devour THC Lean 1000 Mg, a cannabis edible, on a small dark slate plate with a few pieces arranged so the texture reads clearly. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
204,devourxpolaroidgummiesmushroom5g.jpg,Devour X Polaroid Gummies Mushroom 5G,Edible,edible,no,A-missing,"Devour X Polaroid Gummies Mushroom 5G, a cannabis edible, on a small dark slate plate with a few pieces arranged so the texture reads clearly. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
205,dicktator.jpg,Dicktator,,other,no,A-missing,"Dicktator, presented simply so the product itself is unmistakable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
206,durianpop.jpg,Durian Pop,Mid Grade,flower,no,A-missing,"One premium cured cannabis flower bud of the strain Durian Pop, a hybrid — golden-green and lime leaves, vivid amber-orange pistils, a bright sugary coat of trichomes. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
207,durianpopjoint.jpg,Durian Pop Joint,Pre-Roll,preroll,no,A-missing,"a single cannabis pre-roll joint at a slight diagonal, unlit, clean white paper with a neat tip, a small mound of freshly ground green flower beside it. Strain: Durian Pop Joint (Hybrid). Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
208,emergenc.jpg,Emergen C,Exotics,flower,no,A-missing,"One premium cured cannabis flower bud of the strain Emergen C, a hybrid — golden-green and lime leaves, vivid amber-orange pistils, a bright sugary coat of trichomes. The flower reads as orange, citrus, peach. Dense and top-shelf, the sort of bud sold at 22% THC. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
209,emergencjoint.jpg,Emergen C Joint,joint,preroll,no,A-missing,"a single cannabis pre-roll joint at a slight diagonal, unlit, clean white paper with a neat tip, a small mound of freshly ground bright lime-green flower beside it. Strain: Emergen C Joint (Hybrid, THC 22%), tasting of orange, citrus, peach. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
210,fishstick.jpg,Fish Stick,Food,food,no,A-missing,"Fish Stick plated on dark ceramic seen from a high angle, fresh and steaming, styled like a bar-kitchen menu photograph. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
211,frenchfried.jpg,French Fried,Food,food,no,A-missing,"French Fried plated on dark ceramic seen from a high angle, fresh and steaming, styled like a bar-kitchen menu photograph. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
212,fruityjuicy80realjuice.jpg,Fruity Juicy 80%Real Juice,Drink,drink,no,A-missing,"Fruity Juicy 80%Real Juice served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
213,gaslighterbigsizepp.jpg,Gas Lighter Big Size pp,Accessories,gear,no,A-missing,"Gas Lighter Big Size pp, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
214,gemsnowpineappleexpressjoint.jpg,Gem Snow Pineapple Express Joint,Pre-Roll,preroll,no,A-missing,"a single cannabis pre-roll joint at a slight diagonal, unlit, clean white paper with a neat tip, a small mound of freshly ground bright lime-green flower beside it. Strain: Gem Snow Pineapple Express Joint (Sativa-dominant Hybrid, THC 18-26%), tasting of pineapple, citrus, pine. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
215,geminithinbrownie150mg.jpg,Gemini Thin Brownie 150Mg,Edible,edible,no,A-missing,"Gemini Thin Brownie 150Mg, a cannabis edible, on a small dark slate plate with a few pieces arranged so the texture reads clearly. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
216,goodchitpilsnerbeercan.jpg,good chit Pilsner beer(ชิตเบียร์) can,Beer,beer,no,A-missing,"good chit Pilsner beer(ชิตเบียร์) can poured into a clean glass beside its chilled can, a good head on the beer, condensation on both. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
217,granddadypurple.jpg,Granddady purple,,other,no,A-missing,"Granddady purple, presented simply so the product itself is unmistakable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
218,grapediamondhash.jpg,Grape Diamond Hash,Concentrate,concentrate,no,A-missing,"a small clear glass jar of cannabis concentrate, a metal dab tool lifting a thick glossy amber strand, the resin glowing warm where light passes through. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
219,gummieauraclday.jpg,Gummie auracl Day,CBD,cbd,no,A-missing,"Gummie auracl Day, a CBD wellness product, standing upright with its form clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
